pr_number,lines_of_code_changed,number_of_files_changed,labels,number_of_assignees,number_of_linked_issues,time_since_last_commit,issue_text,number_of_reviews_requested,number_of_milestones,dependency_changes,number_of_commits,test_coverage,repo,issue_text_wordiness,label_count,Issue Lifetime,day_of_week,weekday,Author PRs Opened,Open PRs at Open Date,Issues Closed in Last 2 Weeks,Issues Opened in Last 2 Weeks
27792,243,2,"['🤖:bug', 'size:XS', 'community']",0,0,2544861.754177,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request removes all cx code replacing it with winrt please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments removes all cx code renames interop namespaces to be better consumed by cswinrt standardizes all projects on which is requirement for winrt usage filelocksmithlibinterop brought to stdcpplatest and static analysis errors were corrected removed now unneeded string conversion code from filelocksmithlibinterop changed interop keyboardhook to use single hook across all instances required because on winrt we don have the net runtime to bind object instance to delegate and be able to pass it to function pointer argument still no idea why this worked correctly on cx to be honest this change actually makes us create less low level keyboard hooks changed some code that depended on arrays since winrt returns null instead of an empty array through the interface describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed built and tested runtime will do fully tests after getting installer from ci,0,0,False,1,,8,42,3,3,2,1,1,3,11,12
28389,981,2,"['size:XS', 'community']",0,0,2544911.419847,readme update for the release this will be copy pasted for release notes,0,0,False,4,,8,0,1,4,4,1,1,0,27,14
28388,2,1,"['🤖:nit', 'size:XS']",0,0,2545840.443257,updating to latest sqlite can hold until vs code workspaces is the only item that uses this image,0,0,False,1,,8,0,1,2,0,1,2,2,4,6
28378,2,1,"['lgtm', '🤖:nit', 'size:XS']",0,0,2546589.827911,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request follow up to fix the incorrect process paths for discord please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,1,,8,38,2,2,3,1,8,2,29,31
28367,36,2,"['lgtm', 'size:M', 'langchain']",0,0,2570113.660082,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request ui adjustments please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments changes from image image image image to image image image image describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed tested locally,0,0,False,4,,8,5,3,3,1,1,7,1,30,26
28370,382,6,"['lgtm', 'Ɑ: embeddings', 'size:L']",0,0,2569839.71769,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,3,,8,0,2,2,2,1,8,1,30,27
28369,97,9,"['Ɑ: agent', 'size:M', 'langchain']",0,0,2610517.802657,upgrading testing frameworks to latest,0,0,False,2,,8,0,2,2,0,1,3,3,5,7
28101,104,1,"['lgtm', '🤖:docs', 'size:L']",0,0,2614599.104435,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,5,,8,36,4,2,3,1,7,4,29,30
28342,9,1,"['lgtm', 'Ɑ: vector store', 'size:XS', 'community']",0,0,2620138.613221,added searching for installed app by name in addition to app path enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request added searching for installed app by name in addition to app path please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,3,,8,59,2,2,2,1,6,3,28,29
28365,6,1,"['🤖:nit', 'size:XS']",0,0,2620583.134228,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,1,,8,0,1,1,0,1,6,1,28,25
28292,8,1,"['lgtm', '🤖:bug', 'size:XS', 'Ɑ: retriever', 'langchain']",0,0,2620491.273207,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request minor typo correction removing extra closing parenthesis from the rdp entry on the list please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,3,,8,78,5,2,2,1,0,2,28,28
28361,528,2,"['🤖:nit', 'size:XS']",0,0,2626708.607644,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request fixed launch button size add back button size snapshot overlay text wrapping please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,1,,8,0,1,2,0,1,5,2,26,24
28360,18,1,"['size:S', '🤖:release']",0,0,2627127.171689,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request fixing the case when the editor is closed the module should be closed disposed too please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed tested locally,0,0,False,1,,8,0,2,2,0,1,6,1,27,23
26917,104,3,"['lgtm', 'size:L', 'partner']",1,0,2627137.530884,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request fix hotkey behavior please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments if opened and in foreground hotkey closes the editor if opened and not foreground hotkey bring to foreground if not opened open describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed tested locally,0,0,False,14,,8,4,2,2,4,1,5,1,27,25
28183,1786,4,"['🤖:nit', 'size:XS', 'langchain']",1,0,2627757.661446,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,3,0,False,6,,8,13,3,1,3,1,5,3,28,26
28219,10021,170,"['🤖:docs', 'size:M']",0,0,2629966.4696,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,60,,8,0,3,1,3,1,4,1,29,27
28358,140,1,"['🤖:docs', 'size:L']",0,0,2631793.62659,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,1,,8,0,3,2,2,1,4,1,26,22
28356,12,1,"['lgtm', '🤖:docs', 'size:S', 'community']",0,0,2633025.820255,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request replace glyphs by thicker ones please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,1,,8,35,5,2,3,1,4,2,27,25
28327,2,1,"['lgtm', '🤖:nit', 'size:XS']",0,0,2697382.746169,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request changes default hotkey from win shift to win ctrl please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,1,,8,3,2,2,2,1,3,2,25,24
28321,5,1,"['lgtm', 'size:XS', 'community']",1,0,2633415.765577,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request fixes the issue when fancyzones moves newly opened workspaces overlay windows to the active monitor please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,2,,8,10,2,1,2,1,2,2,25,23
28339,2,1,"['lgtm', '🤖:nit', 'size:XS', 'community']",0,0,2702882.716458,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request oobe adding shortcut to open editor please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed image,0,0,False,1,,8,9,3,2,2,1,3,1,24,22
28322,2,1,"['🤖:nit', 'size:XS', 'community']",0,0,2719842.722938,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request replacing images by glyphs please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed tested locally,0,0,False,1,,8,6,2,2,1,1,1,1,23,20
27879,1677,8,"['lgtm', '🤖:bug', 'size:XXL', 'community']",0,0,2711547.489916,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,16,,8,0,4,2,1,1,2,2,22,21
28228,61,2,"['lgtm', 'Ɑ: embeddings', 'size:M', 'community']",0,0,2757239.889542,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request fixes launching obs studio please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,5,,8,32,3,1,1,1,1,1,20,19
27716,363,5,"['lgtm', 'Ɑ: doc loader', 'size:L', 'community']",1,0,2785804.297473,summary of the pull request fixes the following issues with this pr removes workaround to enable and disable custom actions when advanced paste window is shown note that the issue addressed by the workaround that the custom actions list view is sometimes not properly grayed out visually when disabled is not addressed fixes an issue where using an in app shortcut ctrl num results in multiple preview items on the flyout fixes an issue where using keyboard shortcut for disabled custom action still brings up the advanced paste window pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed tested fixes sanity check of advanced paste,0,0,False,13,,8,213,3,2,4,1,2,1,15,13
28316,18,2,"['size:XS', '🤖:release', 'community']",0,0,2897683.495899,summary of the pull request support for user specified pre defined prompts for the ai model actions standard custom now searchable on advanced paste window ctrl shortcuts now applicable for first search results pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx detailed description of the pull request additional comments validation steps performed tested changes tested existing advanced paste functionality,0,0,False,1,,8,0,3,2,3,1,1,2,16,13
28315,27,2,"['size:XS', '🤖:release', 'langchain']",0,0,2898837.972438,add new png for workspaces and updated module description in settings page,0,0,False,1,,8,0,4,2,0,1,0,1,19,17
28314,2,1,"['size:XS', '🤖:release', 'Ɑ:  core']",0,0,2899751.488489,before image after image closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,1,,8,0,2,1,0,1,3,1,18,17
28309,15,1,"['🤖:docs', 'size:S']",0,0,2931192.627518,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request make the spinner spin please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments using progressring instead of an image if the spinner has to be shown describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed tested locally,0,0,False,1,,8,0,3,1,1,1,0,1,19,18
28307,301,8,"['🤖:nit', 'size:M', 'langchain']",0,0,2933683.072902,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request if editor is already opened hotkey brings it to foreground please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,18,,8,5,3,2,4,1,2,1,16,15
28286,2,1,"['🤖:docs', 'size:XS']",0,0,2934839.53808,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request removes duplicated string ids unused strings and fixes revision number please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,2,,8,10,3,2,5,0,1,1,17,16
28308,312,9,"['🤖:nit', 'size:M']",0,0,2935859.669171,quick accent move number super and subscripts from portuguese to all languages enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request moves number super and subscripts from portuguese to all languages please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs no need new binaries none documentation updated no need provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments moves number super and subscripts from portuguese to all languages because other languages use it as much as portuguese describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed manually tested quick accent,0,0,False,2,,8,5,1,2,2,1,0,2,14,13
28305,10,1,"['🤖:docs', 'size:S']",0,0,2938642.635085,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request co authored by donlaci image image please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,1,,8,0,3,3,4,1,0,4,14,12
28304,8,1,"['🤖:nit', 'size:XS', 'langchain']",0,0,2942900.707859,fixes the workspaces utility already present in the run pt plugin added gpo check added icon added settings action changed the result name from workspaces to workspaces editor image,0,0,False,1,,8,4,3,1,6,0,6,4,15,12
28306,32,2,"['🤖:docs', 'size:M']",0,0,2937440.240772,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request when ptrun first opened it throws an exception in queryresults function at first query this error is solved by using token instead of local currentcancellationtoken to avoid dangling reference please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed disable ptrun and enable it again copy ft in run ptrun with hotkey and paste ft in observe the result is shown or not,0,0,False,1,,8,0,3,4,3,1,0,2,15,11
28303,2,1,['size:XS'],0,0,2946423.737391,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request allow peek to preview files with path longer than please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments peek uses winrt windows storage api that require in the application manifest in order to handle long paths describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed verified that the supported version for longpathaware is compatible with pt manually tested with long path verified that fails verified that local build works as expected,2,0,False,1,,8,0,0,2,6,0,7,4,16,13
28297,326,23,"['🤖:bug', 'size:L', 'community']",0,0,2949961.92739,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request updates the unitsnet package used by pt run for unit conversions to version please review the items on the pr checklist before submitting pr checklist closes communication haven discussed but the issue has been help wanted since march tests added updated and all pass localization all end user facing strings can be localized dev docs no need new binaries none documentation updated no need provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments unitsnet introduced nmi as an abbreviation for nautical miles which is help wanted issue describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed testing run with the new abbreviation,0,0,False,7,,8,0,3,3,1,1,0,2,13,14
28300,446,5,"['size:S', '🤖:release']",0,0,2951470.445437,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request like the op also hit find my mouse having disabled animations but the message didn provide accurate info to find the option and ended up using the good old advanced system settings figured out that the option location differ on this pr aim to tweak little bit the message and provide link to open the related windows setting page based on os version please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments image describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed manually tested the button verified that the uris bring to the correct windows settings page for both and,0,0,False,5,,8,0,2,3,1,1,4,2,12,9
28299,176,2,['size:L'],0,0,2952032.922428,summary of the pull request simply adds mention of my chatgptpowertoys plugin in the third party plugin section please review the items on the pr checklist before submitting pr checklist closes xxx communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed,0,0,False,3,,8,3,0,4,0,1,0,2,16,11
28269,2,1,"['lgtm', '🤖:docs', 'size:XS']",0,0,2953895.34453,enter brief description summary of your pr here what does it fix what does it change how was it tested even manually if necessary summary of the pull request prevents save failure when the hosts file is hidden added unit test for the scenario please review the items on the pr checklist before submitting pr checklist closes communication ve discussed this with core contributors already if work hasn been agreed this work might be rejected tests added updated and all pass localization all end user facing strings can be localized dev docs added updated new binaries added on the required places json for signing for new binaries wxs for installer for new binaries and localization folder yml for ci pipeline for new test projects yml for signed pipeline documentation updated if checked please file pull request on our docs repo and link it here xxx provide more detailed description of the pr other things fixed or any additional comments features here detailed description of the pull request additional comments replaced with the code is very similar to what the previous method was doing internally except for how the is created is needed to prevent when the hosts file is needed internally uses that is causing the issue describe how you validated the behavior add automated tests wherever possible but list manual validation steps taken as well validation steps performed tested manually,0,0,False,2,,8,34,4,3,3,1,5,3,14,10
